"","Customer.ID","Key","Value"
"1","ADF0038","PricePhone",399.181002482954
"2","ADF0038","MonthlySubscriptionPrice",49.2449724877445
"3","ADF0038","PaidAfterPaymentDate",1
"4","ADF0039","PricePhone",4.82668846341625
"5","ADF0039","MonthlySubscriptionPrice",33.2922643013404
"6","ADF0039","PaidAfterPaymentDate",2
"7","ADF0040","PricePhone",300.168858992965
"8","ADF0040","MonthlySubscriptionPrice",3.44444162488274
"9","ADF0040","PaidAfterPaymentDate",2
"10","ADF0041","PricePhone",229.978954790656
"11","ADF0041","MonthlySubscriptionPrice",12.8469322488589
"12","ADF0041","PaidAfterPaymentDate",2
"13","ADF0043","PricePhone",338.992738940314
"14","ADF0043","MonthlySubscriptionPrice",34.7244094025853
"15","ADF0043","PaidAfterPaymentDate",0
"16","ADF0044","PricePhone",299.576931675805
"17","ADF0044","MonthlySubscriptionPrice",20.6481903181245
"18","ADF0044","PaidAfterPaymentDate",0
"19","ADF0046","PricePhone",250.103091384518
"20","ADF0046","MonthlySubscriptionPrice",-2.20317688751982
"21","ADF0046","PaidAfterPaymentDate",0
"22","ADF0047","PricePhone",489.103383185005
"23","ADF0047","MonthlySubscriptionPrice",36.9759226158499
"24","ADF0047","PaidAfterPaymentDate",2
"25","ADF0048","PricePhone",583.533302548929
"26","ADF0048","MonthlySubscriptionPrice",-17.6603643317128
"27","ADF0048","PaidAfterPaymentDate",3
"28","ADF0050","PricePhone",434.749867843705
"29","ADF0050","MonthlySubscriptionPrice",3.03630687575323
"30","ADF0050","PaidAfterPaymentDate",2
"31","ADF0051","PricePhone",234.615040791958
"32","ADF0051","MonthlySubscriptionPrice",28.4548492823898
"33","ADF0051","PaidAfterPaymentDate",1
"34","ADF0052","PricePhone",246.603752184709
"35","ADF0052","MonthlySubscriptionPrice",30.4030671618542
"36","ADF0052","PaidAfterPaymentDate",3
"37","ADF0053","PricePhone",66.7925497698442
"38","ADF0053","MonthlySubscriptionPrice",-25.0535620684602
"39","ADF0053","PaidAfterPaymentDate",3
"40","ADF0054","PricePhone",524.166658303571
"41","ADF0054","MonthlySubscriptionPrice",28.5109052394782
"42","ADF0054","PaidAfterPaymentDate",3
"43","ADF0055","PricePhone",184.759006271415
"44","ADF0055","MonthlySubscriptionPrice",37.7324415907219
"45","ADF0055","PaidAfterPaymentDate",0
"46","ADF0056","PricePhone",136.199258606459
"47","ADF0056","MonthlySubscriptionPrice",48.3334501603265
"48","ADF0056","PaidAfterPaymentDate",0
"49","ADF0057","PricePhone",283.433400910141
"50","ADF0057","MonthlySubscriptionPrice",38.6618608302856
"51","ADF0057","PaidAfterPaymentDate",2
"52","ADF0058","PricePhone",-7.45086439700651
"53","ADF0058","MonthlySubscriptionPrice",34.3831210858756
"54","ADF0058","PaidAfterPaymentDate",1
"55","ADF0059","PricePhone",432.110855280718
"56","ADF0059","MonthlySubscriptionPrice",47.0902311421042
"57","ADF0059","PaidAfterPaymentDate",1
"58","ADF0060","PricePhone",605.629040039376
"59","ADF0060","MonthlySubscriptionPrice",33.1974004878263
"60","ADF0060","PaidAfterPaymentDate",1
"61","ADF0061","PricePhone",223.806995878827
"62","ADF0061","MonthlySubscriptionPrice",34.9031720259867
"63","ADF0061","PaidAfterPaymentDate",1
"64","ADF0062","PricePhone",530.483970114699
"65","ADF0062","MonthlySubscriptionPrice",11.2819005108679
"66","ADF0062","PaidAfterPaymentDate",1
"67","ADF0063","PricePhone",266.660923966496
"68","ADF0063","MonthlySubscriptionPrice",45.1722944198771
"69","ADF0063","PaidAfterPaymentDate",2
"70","ADF0064","PricePhone",378.767821943243
"71","ADF0064","MonthlySubscriptionPrice",39.8181604393557
"72","ADF0064","PaidAfterPaymentDate",3
"73","ADF0065","PricePhone",544.831508825569
"74","ADF0065","MonthlySubscriptionPrice",33.4544863476266
"75","ADF0065","PaidAfterPaymentDate",0
"76","ADF0067","PricePhone",253.768818695966
"77","ADF0067","MonthlySubscriptionPrice",14.871069318764
"78","ADF0067","PaidAfterPaymentDate",0
"79","ADF0068","PricePhone",301.840938792348
"80","ADF0068","MonthlySubscriptionPrice",20.836207925715
"81","ADF0068","PaidAfterPaymentDate",2
"82","ADF0069","PricePhone",300.124917159176
"83","ADF0069","MonthlySubscriptionPrice",77.700144756913
"84","ADF0069","PaidAfterPaymentDate",3
"85","ADF0070","PricePhone",299.194101240269
"86","ADF0070","MonthlySubscriptionPrice",52.7848654888424
"87","ADF0070","PaidAfterPaymentDate",1
"88","ADF0071","PricePhone",205.460178124941
"89","ADF0071","MonthlySubscriptionPrice",35.0638019258167
"90","ADF0071","PaidAfterPaymentDate",2
"91","ADF0072","PricePhone",189.975590207042
"92","ADF0072","MonthlySubscriptionPrice",56.5591594084808
"93","ADF0072","PaidAfterPaymentDate",3
"94","ADF0073","PricePhone",263.201219195378
"95","ADF0073","MonthlySubscriptionPrice",19.8226073591628
"96","ADF0073","PaidAfterPaymentDate",1
"97","ADF0074","PricePhone",412.109469869484
"98","ADF0074","MonthlySubscriptionPrice",5.84572828931518
"99","ADF0074","PaidAfterPaymentDate",6
"100","ADF0077","PricePhone",214.670541953755
"101","ADF0077","MonthlySubscriptionPrice",35.974785269757
"102","ADF0077","PaidAfterPaymentDate",2
"103","ADF0078","PricePhone",356.074124977176
"104","ADF0078","MonthlySubscriptionPrice",10.3816419664477
"105","ADF0078","PaidAfterPaymentDate",3
"106","ADF0079","PricePhone",-23.2586534378523
"107","ADF0079","MonthlySubscriptionPrice",5.13417299161508
"108","ADF0079","PaidAfterPaymentDate",1
"109","ADF0080","PricePhone",318.249988472436
"110","ADF0080","MonthlySubscriptionPrice",40.8751892075857
"111","ADF0080","PaidAfterPaymentDate",3
"112","ADF0081","PricePhone",42.4211027645111
"113","ADF0081","MonthlySubscriptionPrice",1.50630773352508
"114","ADF0081","PaidAfterPaymentDate",2
"115","ADF0082","PricePhone",154.225385598703
"116","ADF0082","MonthlySubscriptionPrice",41.3733896063291
"117","ADF0082","PaidAfterPaymentDate",1
"118","ADF0083","PricePhone",134.536503218029
"119","ADF0083","MonthlySubscriptionPrice",-1.91710935380783
"120","ADF0083","PaidAfterPaymentDate",3
"121","ADF0084","PricePhone",245.305715762108
"122","ADF0084","MonthlySubscriptionPrice",18.7481046640698
"123","ADF0084","PaidAfterPaymentDate",3
"124","ADF0085","PricePhone",222.142572888115
"125","ADF0085","MonthlySubscriptionPrice",14.8588274532544
"126","ADF0085","PaidAfterPaymentDate",2
"127","ADF0086","PricePhone",305.352457147236
"128","ADF0086","MonthlySubscriptionPrice",43.360089339726
"129","ADF0086","PaidAfterPaymentDate",3
"130","ADF0087","PricePhone",286.423907094653
"131","ADF0087","MonthlySubscriptionPrice",18.2376414054965
"132","ADF0087","PaidAfterPaymentDate",4
"133","ADF0088","PricePhone",209.932833997863
"134","ADF0088","MonthlySubscriptionPrice",16.5162291467369
"135","ADF0088","PaidAfterPaymentDate",2
"136","ADF0089","PricePhone",183.548208106311
"137","ADF0089","MonthlySubscriptionPrice",-6.03720233838487
"138","ADF0089","PaidAfterPaymentDate",2
"139","ADF0090","PricePhone",492.878586841861
"140","ADF0090","MonthlySubscriptionPrice",24.8623953839469
"141","ADF0090","PaidAfterPaymentDate",1
"142","ADF0091","PricePhone",183.56425144342
"143","ADF0091","MonthlySubscriptionPrice",22.3640305319295
"144","ADF0091","PaidAfterPaymentDate",3
"145","ADF0092","PricePhone",195.633798181159
"146","ADF0092","MonthlySubscriptionPrice",14.8113756937978
"147","ADF0092","PaidAfterPaymentDate",2
"148","ADF0093","PricePhone",-119.326767801723
"149","ADF0093","MonthlySubscriptionPrice",68.1561003638026
"150","ADF0093","PaidAfterPaymentDate",2
"151","ADF0094","PricePhone",-7.63695152491823
"152","ADF0094","MonthlySubscriptionPrice",30.6066441472095
"153","ADF0094","PaidAfterPaymentDate",1
"154","ADF0095","PricePhone",107.616047226147
"155","ADF0095","MonthlySubscriptionPrice",14.8368824145543
"156","ADF0095","PaidAfterPaymentDate",3
"157","ADF0096","PricePhone",40.2267536097366
"158","ADF0096","MonthlySubscriptionPrice",38.2567860652787
"159","ADF0096","PaidAfterPaymentDate",3
"160","ADF0098","PricePhone",315.845080725371
"161","ADF0098","MonthlySubscriptionPrice",-4.72132018646572
"162","ADF0098","PaidAfterPaymentDate",4
"163","ADF0099","PricePhone",201.375556256885
"164","ADF0099","MonthlySubscriptionPrice",3.30759240411717
"165","ADF0099","PaidAfterPaymentDate",3
"166","ADF0100","PricePhone",198.502408831134
"167","ADF0100","MonthlySubscriptionPrice",36.5791826727235
